Date,1_to_2,2_to_1,2_to_3,3_to_2,3_to_4,4_to_3,4_to_5,5_to_4,5_to_8,5_to_30,6_to_7,6_to_30,7_to_6,7_to_8,7_to_11,8_to_5,8_to_7,8_to_9,8_to_12,9_to_8,9_to_10,10_to_9,10_to_11,11_to_7,11_to_10,11_to_24,12_to_8,12_to_13,12_to_14,13_to_12,13_to_14,13_to_16,14_to_12,14_to_13,14_to_16,14_to_17,15_to_17,16_to_13,16_to_14,16_to_19,17_to_14,17_to_15,17_to_18,18_to_17,18_to_19,18_to_20,19_to_16,19_to_18,19_to_20,20_to_18,20_to_19,20_to_22,21_to_22,21_to_27,22_to_20,22_to_21,22_to_23,22_to_24,23_to_22,24_to_11,24_to_22,24_to_25,25_to_24,26_to_27,26_to_28,27_to_21,27_to_26,27_to_30,28_to_26,28_to_29,28_to_31,29_to_28,30_to_5,30_to_6,30_to_27,30_to_31,31_to_28,31_to_30,31_to_32,32_to_31,32_to_33,32_to_34,33_to_32,34_to_32
2022-09-21 15:00:00,11,4,26,24,31,26,8,14,11,8.0,7.0,15.0,6.0,5,2.0,6,4,11,8.0,14,5.0,9.0,5.0,6,10,33,5,13,14,15,6,10.0,10,7,13,8,5,12,5,9,10,15,12,12,5.0,8,4.0,5,8,9,6.0,8.0,10,4,13,6.0,17,15,17,43,15,20,26,9.0,5.0,10,7,16,7,6,6,11,3.0,16,18,62,6.0,59,72,51,5,30,3.0,34
2022-09-21 15:15:00,7,10,34,33,33,41,15,12,7,5.0,12.0,17.0,14.0,3,9.0,1,8,21,8.0,19,13.0,5.0,5.0,10,22,43,2,15,12,17,9,10.0,7,9,8,6,11,10,7,7,7,11,6,12,2.0,8,3.0,5,6,9,13.0,17.0,8,5,7,6.0,18,14,16,36,7,18,25,12.0,4.0,9,7,23,7,13,7,13,7.0,17,9,59,7.0,62,63,73,11,38,11.0,45
2022-09-21 15:30:00,12,7,26,18,30,21,17,9,8,14.0,10.0,24.0,5.0,5,4.0,3,4,13,8.0,21,20.0,18.0,5.0,7,5,28,3,26,12,21,13,8.0,11,10,6,13,13,9,3,4,17,14,16,12,6.0,5,5.0,2,6,11,9.0,4.0,3,8,5,10.0,28,10,20,36,15,32,21,8.0,4.0,12,3,16,8,8,6,15,4.0,18,13,69,6.0,59,72,73,11,31,11.0,26
2022-09-21 15:45:00,10,9,29,17,19,19,10,16,11,14.0,15.0,12.0,4.0,6,7.0,6,10,13,5.0,20,9.0,9.0,13.0,8,12,78,7,21,9,16,9,9.0,7,6,5,11,15,10,9,4,15,13,22,10,5.0,9,5.0,5,6,8,10.0,6.0,16,7,5,5.0,15,7,22,45,14,21,18,4.0,5.0,12,4,13,10,17,4,18,8.0,14,20,67,6.0,62,61,58,10,35,5.0,39
2022-09-21 16:00:00,8,14,24,16,25,11,5,7,12,14.0,20.0,33.0,12.0,5,18.0,8,10,11,9.0,21,15.0,10.0,13.0,8,37,50,8,22,12,21,14,11.0,9,8,13,16,11,10,13,2,26,17,19,13,8.0,13,2.0,7,5,13,11.0,10.0,14,6,12,13.0,33,14,35,58,16,29,35,4.0,6.0,6,4,21,12,13,10,21,5.0,22,29,80,9.0,75,68,65,9,19,14.0,41
2022-09-21 16:15:00,11,9,32,16,29,24,14,14,12,6.0,32.0,37.0,11.0,5,23.0,11,12,12,5.0,15,16.0,10.0,15.0,7,28,77,12,23,14,32,13,15.0,13,9,10,14,10,9,12,5,14,14,14,14,4.0,13,8.0,4,9,13,6.0,9.0,18,11,11,15.0,20,11,25,62,9,32,36,7.0,7.0,10,11,25,11,9,6,14,8.0,28,27,99,7.0,54,87,86,7,41,17.0,47
2022-09-21 16:30:00,11,13,32,23,36,33,20,15,19,10.0,20.0,30.0,10.0,7,21.0,8,6,25,20.0,23,15.0,9.0,2.0,6,30,66,10,25,17,25,12,17.0,12,8,7,13,17,14,11,5,13,10,22,8,8.0,6,5.0,12,13,9,6.0,12.0,15,7,17,9.0,19,10,28,56,13,41,26,12.0,6.0,8,11,18,7,16,13,15,6.0,29,18,97,7.0,79,91,65,14,43,8.0,46
2022-09-21 16:45:00,13,16,37,15,28,18,22,9,15,10.0,10.0,23.0,14.0,9,12.0,9,7,19,17.0,18,13.0,14.0,11.0,12,49,79,12,30,14,22,7,17.0,13,11,10,14,10,10,6,3,21,26,11,10,8.0,9,5.0,5,11,9,8.0,18.0,18,9,10,9.0,10,9,16,77,13,49,41,7.0,14.0,12,6,16,16,20,11,15,6.0,25,24,72,31.0,142,117,122,8,49,9.0,48
2022-09-21 17:00:00,14,11,53,15,42,25,19,14,24,7.0,19.0,35.0,12.0,17,18.0,5,12,38,26.0,23,19.0,15.0,8.0,13,46,93,9,29,23,20,15,26.0,13,15,11,22,16,15,12,6,20,13,15,12,12.0,20,2.0,15,13,14,10.0,15.0,21,7,9,12.0,22,12,22,85,17,58,34,11.0,10.0,16,13,31,18,14,12,28,8.0,20,27,118,29.0,128,128,127,15,69,28.0,43
2022-09-21 17:15:00,25,15,79,27,48,26,35,19,42,19.0,24.0,38.0,13.0,8,17.0,17,12,27,29.0,31,36.0,17.0,26.0,25,34,97,14,22,24,25,9,20.0,18,18,19,23,16,17,17,8,31,29,21,26,13.0,13,7.0,10,15,16,14.0,20.0,20,22,18,6.0,28,10,32,108,16,39,33,14.0,7.0,18,15,28,27,17,12,21,3.0,19,29,124,14.0,79,119,122,25,58,23.0,62
2022-09-21 17:30:00,28,15,110,25,56,33,29,19,31,18.0,14.0,21.0,8.0,17,16.0,13,14,34,28.0,24,22.0,14.0,9.0,10,36,111,7,21,39,33,19,19.0,24,13,13,24,22,14,18,8,27,26,18,16,7.0,14,12.0,23,14,14,11.0,17.0,11,11,18,10.0,25,16,31,110,20,36,60,13.0,12.0,18,14,25,24,31,12,38,5.0,20,34,94,13.0,99,97,132,9,51,8.0,88
2022-09-21 17:45:00,26,8,115,25,77,34,51,15,66,29.0,12.0,30.0,14.0,7,14.0,10,13,34,45.0,28,16.0,18.0,24.0,13,47,108,8,37,30,28,12,7.0,17,11,12,28,13,17,17,6,15,22,15,22,8.0,14,5.0,8,12,28,15.0,18.0,16,8,14,6.0,33,21,24,107,22,79,43,20.0,20.0,25,18,38,24,15,15,34,11.0,31,44,113,20.0,100,90,132,13,52,12.0,83
2022-09-21 18:00:00,31,14,93,26,72,29,52,13,69,27.0,14.0,31.0,9.0,3,16.0,7,10,28,35.0,21,30.0,22.0,10.0,11,39,41,7,32,42,31,18,19.0,17,10,17,34,18,23,12,4,27,25,9,30,5.0,22,2.0,13,10,26,13.0,26.0,22,12,12,6.0,30,13,37,83,11,36,59,12.0,18.0,40,10,30,37,22,13,33,6.0,25,40,101,15.0,104,91,130,16,43,18.0,97
2022-09-21 18:15:00,29,12,94,43,50,36,37,9,60,26.0,12.0,22.0,13.0,5,11.0,10,13,30,27.0,28,23.0,25.0,16.0,8,54,105,19,41,33,37,19,22.0,19,14,14,25,15,20,12,3,19,13,18,12,12.0,10,5.0,7,13,12,10.0,11.0,15,13,15,4.0,27,16,24,122,26,47,58,17.0,16.0,27,16,28,27,18,12,26,9.0,27,32,89,11.0,102,84,161,16,33,16.0,100
2022-09-21 18:30:00,25,14,81,38,43,30,26,15,43,24.0,8.0,28.0,12.0,9,13.0,8,9,30,36.0,28,23.0,13.0,26.0,15,42,94,10,32,39,36,21,19.0,11,12,22,20,21,13,23,10,25,19,18,22,6.0,13,3.0,8,12,21,7.0,18.0,18,11,19,10.0,28,14,32,109,24,44,55,22.0,20.0,29,9,33,26,16,6,40,7.0,28,26,84,6.0,106,76,147,13,33,13.0,95
2022-09-21 18:45:00,21,9,100,24,44,27,31,10,34,30.0,10.0,23.0,8.0,6,12.0,5,10,19,18.0,24,30.0,16.0,7.0,14,40,54,7,37,29,21,13,8.0,21,8,15,23,17,13,11,5,18,15,20,14,8.0,16,7.0,5,11,23,10.0,12.0,16,12,7,11.0,24,5,25,99,28,35,52,16.0,19.0,19,6,23,21,13,10,21,9.0,26,33,76,7.0,103,75,133,10,34,11.0,69
2022-09-21 19:00:00,19,15,82,26,53,31,31,18,24,27.0,7.0,24.0,11.0,6,9.0,10,6,23,19.0,25,14.0,15.0,10.0,7,32,64,15,30,32,31,14,22.0,10,17,10,9,14,10,9,4,19,11,16,24,6.0,13,8.0,7,7,22,9.0,19.0,17,7,15,7.0,18,8,22,63,17,21,40,6.0,11.0,25,9,32,22,9,3,15,8.0,19,26,64,8.0,68,56,117,14,14,12.0,45
2022-09-21 19:15:00,14,7,59,21,43,25,24,12,30,15.0,5.0,23.0,10.0,5,11.0,11,7,15,27.0,15,17.0,6.0,6.0,13,18,60,6,16,23,20,15,16.0,14,8,14,20,9,12,8,6,17,13,6,15,6.0,5,4.0,4,7,12,12.0,18.0,11,8,15,8.0,20,14,30,59,8,23,42,20.0,3.0,8,12,15,21,13,11,16,6.0,8,15,64,10.0,87,55,98,11,22,6.0,56
2022-09-21 19:30:00,20,9,74,14,37,16,19,8,25,16.0,5.0,13.0,3.0,6,2.0,5,4,14,20.0,11,13.0,12.0,3.0,13,30,29,6,23,27,28,18,17.0,10,5,11,21,7,10,9,6,14,13,9,11,4.0,4,6.0,4,6,12,3.0,17.0,10,4,8,9.0,16,10,19,51,17,28,27,16.0,10.0,18,18,15,20,13,7,25,3.0,11,26,63,3.0,80,58,79,16,26,8.0,37
2022-09-21 19:45:00,15,15,74,15,44,22,27,12,28,17.0,5.0,18.0,4.0,11,4.0,9,2,16,29.0,19,23.0,10.0,3.0,5,10,62,8,35,32,21,17,19.0,13,10,11,15,11,9,12,6,17,6,6,7,4.0,11,5.0,7,9,11,3.0,10.0,12,9,9,12.0,15,7,23,60,14,28,25,12.0,10.0,14,12,19,12,7,11,15,6.0,17,29,59,12.0,57,59,64,18,27,7.0,35
2022-09-21 20:00:00,10,7,35,16,28,9,13,8,13,12.0,12.0,22.0,8.0,7,6.0,9,10,19,22.0,13,17.0,10.0,7.0,9,29,48,3,25,32,21,9,11.0,15,10,10,26,11,14,7,5,15,15,24,10,4.0,11,2.0,6,12,2,7.0,14.0,6,6,12,6.0,15,8,16,39,10,32,34,11.0,16.0,15,11,14,32,11,11,16,6.0,19,30,67,7.0,64,51,75,9,25,3.0,56
2022-09-21 20:15:00,12,6,39,17,25,21,12,11,10,8.0,9.0,13.0,14.0,4,5.0,4,2,17,15.0,10,10.0,11.0,13.0,5,23,59,9,19,27,25,11,13.0,13,5,15,12,8,7,8,7,18,18,13,9,7.0,4,7.0,8,5,7,9.0,10.0,8,6,14,8.0,21,16,17,58,11,21,24,18.0,13.0,13,15,14,12,6,5,14,5.0,14,14,51,11.0,58,55,76,10,27,8.0,51
2022-09-21 20:30:00,9,8,35,23,25,24,9,11,17,5.0,10.0,10.0,12.0,4,2.0,12,7,17,13.0,21,14.0,12.0,8.0,9,20,27,11,18,14,12,15,13.0,9,5,13,16,10,8,13,8,10,10,14,8,5.0,12,6.0,15,14,5,4.0,6.0,8,6,9,6.0,20,10,19,46,9,18,27,12.0,12.0,10,9,11,19,12,8,14,2.0,10,13,48,10.0,70,75,70,11,35,12.0,34
2022-09-21 20:45:00,12,7,27,15,19,15,9,10,16,9.0,5.0,16.0,8.0,12,3.0,12,8,16,8.0,15,17.0,5.0,12.0,6,7,62,7,13,16,22,21,4.0,17,10,11,20,7,9,14,3,21,17,14,13,5.0,9,8.0,10,10,5,3.0,7.0,5,10,13,8.0,21,19,13,31,10,37,29,8.0,6.0,11,9,17,13,13,4,8,10.0,10,18,67,5.0,43,57,59,12,35,7.0,34
2022-09-21 21:00:00,11,8,30,20,17,18,10,8,13,3.0,12.0,7.0,13.0,5,7.0,15,4,14,11.0,8,10.0,6.0,4.0,13,33,34,10,24,31,20,10,12.0,10,10,12,14,11,8,14,4,14,13,16,15,7.0,14,5.0,4,14,10,7.0,7.0,5,5,16,13.0,13,11,9,48,9,45,33,11.0,9.0,12,9,22,8,5,4,11,2.0,6,29,67,2.0,46,62,56,9,26,10.0,28
2022-09-21 21:15:00,10,11,38,22,23,19,9,7,10,11.0,6.0,13.0,10.0,5,5.0,7,4,18,13.0,12,10.0,4.0,7.0,6,14,101,7,15,24,12,6,9.0,13,8,8,15,10,8,11,3,15,10,9,8,3.0,6,6.0,6,8,13,2.0,7.0,6,5,12,9.0,16,14,10,26,12,53,35,5.0,8.0,9,7,16,14,11,8,9,0.0,10,12,82,4.0,44,60,62,11,33,5.0,38
2022-09-21 21:30:00,7,12,22,22,16,16,6,6,10,2.0,3.0,16.0,3.0,5,6.0,7,2,15,4.0,8,14.0,7.0,1.0,9,14,31,7,9,16,21,6,5.0,10,4,11,11,7,9,10,4,7,6,8,9,4.0,11,7.0,8,7,5,3.0,10.0,9,3,10,8.0,19,13,14,42,11,38,16,8.0,6.0,6,12,8,6,18,5,11,4.0,5,14,52,2.0,50,50,47,5,21,8.0,23
2022-09-21 21:45:00,5,8,15,7,10,13,2,3,6,3.0,3.0,12.0,5.0,5,5.0,7,3,13,6.0,7,12.0,3.0,3.0,4,11,50,6,12,12,22,17,10.0,8,3,11,12,5,6,4,4,9,14,7,11,5.0,7,3.0,8,4,12,2.0,7.0,3,7,9,6.0,9,7,8,30,8,26,23,5.0,6.0,10,5,11,9,11,4,10,4.0,8,6,60,2.0,30,51,37,2,17,7.0,21
2022-09-21 22:00:00,5,5,23,15,18,7,3,4,8,0.0,2.0,13.0,10.0,5,7.0,4,3,23,5.0,13,6.0,4.0,5.0,6,25,46,7,12,13,13,3,4.0,7,7,8,6,3,8,14,4,12,9,6,8,0.0,5,1.0,3,5,7,2.0,5.0,3,4,7,2.0,13,3,11,52,4,18,21,10.0,5.0,7,11,12,8,6,4,4,2.0,11,10,64,7.0,41,46,36,6,22,1.0,23
2022-09-21 22:15:00,5,3,17,5,10,14,1,2,3,4.0,5.0,6.0,3.0,5,3.0,5,1,17,6.0,5,9.0,4.0,3.0,4,5,18,1,14,8,11,6,3.0,8,9,5,5,3,2,4,6,7,8,4,2,4.0,9,1.0,3,6,1,2.0,9.0,7,7,6,3.0,9,7,14,11,3,7,18,9.0,4.0,8,13,8,4,8,4,6,2.0,5,11,39,1.0,18,27,18,3,8,3.0,10
2022-09-21 22:30:00,7,4,12,7,9,9,0,4,3,3.0,3.0,6.0,3.0,2,1.0,3,1,4,5.0,3,5.0,6.0,2.0,4,3,12,5,10,6,9,2,5.0,6,4,7,6,6,1,3,0,5,9,7,0,8.0,3,0.0,1,3,4,3.0,5.0,1,2,4,3.0,8,1,8,16,2,15,9,4.0,8.0,2,3,6,7,12,2,13,2.0,3,3,20,3.0,22,29,21,4,14,0.0,6
2022-09-21 22:45:00,0,3,9,3,3,6,1,2,4,4.0,1.0,8.0,0.0,1,3.0,2,2,7,2.0,7,4.0,2.0,9.0,10,12,28,1,3,5,7,7,6.0,6,7,8,6,1,3,6,0,2,2,4,7,1.0,3,2.0,3,3,3,0.0,3.0,1,2,5,1.0,3,2,6,27,5,9,11,3.0,2.0,2,6,3,6,10,3,7,0.0,0,8,24,1.0,12,15,21,2,9,0.0,9
2022-09-21 23:00:00,4,3,5,4,4,1,0,4,2,2.0,1.0,6.0,1.0,1,1.0,1,3,9,3.0,7,4.0,2.0,2.0,3,1,10,1,6,4,4,1,0.0,2,2,3,2,4,0,1,0,4,6,3,4,3.0,3,0.0,0,5,4,2.0,2.0,1,4,5,2.0,2,2,5,7,0,10,3,5.0,4.0,3,7,11,4,4,1,5,2.0,0,4,28,2.0,19,19,27,0,10,3.0,11
2022-09-21 23:15:00,3,0,7,1,7,0,3,2,1,1.0,1.0,4.0,1.0,3,3.0,2,1,3,2.0,7,6.0,0.0,1.0,2,5,8,5,6,9,3,5,3.0,6,4,5,7,7,7,4,2,5,1,2,2,1.0,2,0.0,1,1,3,0.0,2.0,2,2,0,1.0,3,1,9,3,2,7,3,2.0,4.0,4,3,4,4,4,1,8,0.0,1,2,9,1.0,17,12,17,4,8,4.0,8
2022-09-21 23:30:00,3,2,9,5,6,4,1,1,1,0.0,1.0,1.0,2.0,2,4.0,4,2,3,4.0,5,2.0,0.0,0.0,1,1,5,0,5,9,4,5,2.0,4,3,6,2,1,2,1,2,2,6,0,4,2.0,1,1.0,2,1,1,2.0,1.0,2,0,3,0.0,4,1,4,10,3,2,7,7.0,2.0,5,2,2,0,2,1,1,1.0,0,4,10,2.0,15,11,15,3,5,1.0,7
2022-09-21 23:45:00,1,3,3,5,2,0,2,1,4,4.0,0.0,2.0,0.0,1,0.0,0,2,2,0.0,4,3.0,3.0,1.0,0,1,2,1,3,2,2,3,1.0,5,0,2,4,0,2,4,2,6,2,3,3,2.0,6,1.0,0,1,2,4.0,1.0,2,0,0,0.0,3,2,2,6,2,3,3,1.0,3.0,1,5,0,1,3,2,2,1.0,1,2,6,1.0,6,11,12,2,5,1.0,2
2022-09-22 00:00:00,5,4,1,4,4,3,3,1,4,0.0,2.0,1.0,1.0,0,1.0,2,1,8,0.0,1,3.0,0.0,0.0,1,2,4,1,1,5,3,8,2.0,0,6,3,7,1,0,2,5,0,1,0,0,0.0,2,2.0,1,3,2,1.0,1.0,0,3,2,0.0,4,2,5,6,0,7,7,3.0,0.0,0,5,5,2,2,2,6,1.0,1,0,8,2.0,8,6,11,2,5,0.0,4
2022-09-22 00:15:00,4,1,5,0,2,1,0,1,1,1.0,1.0,3.0,0.0,2,0.0,1,0,4,1.0,1,0.0,3.0,0.0,0,2,3,0,2,5,3,5,1.0,1,2,2,5,4,1,4,1,4,3,2,2,1.0,5,1.0,5,1,0,0.0,2.0,1,1,0,0.0,2,1,3,3,2,1,5,3.0,2.0,0,0,3,3,2,0,1,0.0,1,1,8,0.0,9,4,8,1,5,0.0,3
2022-09-22 00:30:00,4,2,4,5,1,2,0,0,1,0.0,0.0,1.0,0.0,0,0.0,1,1,1,1.0,5,2.0,1.0,0.0,2,1,4,1,1,4,0,1,1.0,1,2,4,3,4,3,3,2,3,3,2,3,0.0,2,1.0,0,1,1,1.0,2.0,3,3,5,3.0,2,2,0,0,2,3,1,1.0,1.0,2,6,0,1,2,1,2,1.0,2,2,3,0.0,6,6,9,1,2,0.0,5
2022-09-22 00:45:00,1,1,3,1,4,3,0,1,1,0.0,1.0,0.0,0.0,1,0.0,1,0,5,1.0,4,2.0,1.0,2.0,0,1,5,1,4,3,1,2,2.0,1,3,3,5,3,3,4,0,2,2,1,2,4.0,4,1.0,3,1,1,2.0,1.0,2,0,2,0.0,1,1,3,4,1,0,5,1.0,0.0,5,2,3,2,3,0,1,0.0,1,1,9,0.0,1,2,8,0,4,2.0,3
2022-09-22 01:00:00,0,0,4,4,2,0,1,0,2,0.0,3.0,0.0,3.0,0,0.0,0,0,0,1.0,4,3.0,2.0,4.0,1,2,4,0,2,5,4,2,0.0,4,1,2,3,3,1,2,1,4,3,3,3,3.0,2,1.0,2,1,3,1.0,0.0,0,2,1,0.0,5,2,3,1,1,3,1,0.0,0.0,0,2,2,0,2,0,0,0.0,1,1,5,0.0,2,4,5,1,2,0.0,4
2022-09-22 01:15:00,1,0,1,0,6,5,2,1,1,0.0,1.0,1.0,2.0,0,0.0,0,0,2,0.0,1,0.0,0.0,1.0,2,1,5,1,4,2,4,0,3.0,4,1,0,5,1,0,1,1,3,1,1,0,0.0,0,2.0,1,1,0,1.0,1.0,1,0,3,0.0,0,2,2,1,2,3,0,4.0,1.0,1,2,5,1,0,0,0,1.0,0,1,2,0.0,4,2,4,0,2,1.0,2
2022-09-22 01:30:00,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,1,1,1.0,0,4.0,0.0,0.0,2,0,0,0,0,2,3,2,0.0,1,1,2,0,2,2,3,2,1,0,1,1,1.0,0,1.0,0,0,1,1.0,0.0,0,0,2,1.0,1,4,2,1,2,2,1,0.0,0.0,0,1,1,1,0,0,0,1.0,0,0,4,0.0,4,6,4,0,3,0.0,0
2022-09-22 01:45:00,0,0,0,0,0,1,0,0,0,0.0,0.0,2.0,0.0,0,1.0,0,0,1,2.0,0,1.0,0.0,0.0,1,0,2,0,1,5,3,4,3.0,2,1,4,2,2,0,1,1,1,0,0,0,0.0,1,0.0,1,1,1,0.0,0.0,1,0,0,0.0,0,3,1,1,1,1,0,0.0,0.0,0,0,1,0,2,0,1,0.0,1,1,3,0.0,3,3,7,0,2,0.0,3
2022-09-22 02:00:00,1,2,0,1,1,0,0,0,0,0.0,0.0,2.0,0.0,0,0.0,0,0,2,0.0,0,2.0,0.0,1.0,1,0,2,2,2,4,2,2,1.0,0,0,1,5,1,0,1,0,2,5,1,0,0.0,0,0.0,1,2,0,3.0,1.0,1,1,0,0.0,0,2,1,2,2,2,1,2.0,1.0,0,1,0,0,1,1,1,0.0,0,0,4,0.0,3,4,3,0,1,0.0,2
2022-09-22 02:15:00,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0.0,1,0,1,1.0,1,1.0,2.0,0.0,1,1,2,2,1,3,1,0,0.0,4,0,1,2,1,0,1,1,2,1,0,0,2.0,1,2.0,0,0,0,0.0,1.0,1,0,1,0.0,0,1,1,1,0,3,0,1.0,0.0,0,2,0,1,1,0,1,0.0,0,0,2,0.0,4,6,4,1,1,0.0,0
2022-09-22 02:30:00,1,0,1,1,3,2,1,1,0,0.0,0.0,1.0,0.0,0,1.0,0,0,1,1.0,0,0.0,0.0,0.0,2,1,1,0,1,2,2,1,2.0,1,0,2,1,1,2,4,4,0,0,0,3,1.0,1,1.0,0,0,0,1.0,1.0,0,0,0,0.0,3,1,0,1,2,4,1,1.0,2.0,1,3,0,0,2,0,0,1.0,1,0,8,0.0,2,3,2,0,0,0.0,0
2022-09-22 02:45:00,1,0,2,0,4,5,0,0,0,0.0,0.0,1.0,0.0,0,0.0,0,0,2,2.0,0,2.0,0.0,0.0,1,0,4,1,1,2,0,2,0.0,1,1,0,0,0,0,3,0,2,2,2,0,1.0,0,2.0,1,2,2,0.0,3.0,1,1,0,0.0,0,1,0,3,1,3,0,2.0,1.0,0,2,4,3,0,1,0,0.0,1,2,3,0.0,3,5,0,0,0,0.0,1
2022-09-22 03:00:00,1,0,0,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,0.0,0,0.0,1.0,0.0,0,0,0,1,2,1,0,0,1.0,3,1,3,3,0,0,1,1,1,1,0,0,1.0,0,1.0,2,1,2,0.0,0.0,0,0,1,2.0,0,0,0,2,2,2,2,0.0,2.0,0,0,1,3,1,0,0,0.0,0,0,5,0.0,1,3,2,0,2,2.0,1
2022-09-22 03:15:00,0,0,1,1,2,1,0,0,1,0.0,0.0,1.0,0.0,0,0.0,0,0,1,1.0,1,0.0,0.0,0.0,0,0,1,0,1,0,2,0,1.0,0,1,0,2,0,1,3,1,1,0,0,0,1.0,2,0.0,0,0,1,1.0,1.0,0,1,0,1.0,1,0,0,1,1,0,0,0.0,1.0,0,0,0,3,0,0,1,0.0,0,0,2,0.0,0,4,5,0,1,1.0,0
2022-09-22 03:30:00,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0.0,1,0,0,0.0,3,1.0,0.0,0.0,1,1,2,0,0,2,0,0,1.0,1,0,1,0,1,1,0,0,0,0,1,0,0.0,0,1.0,1,0,0,0.0,0.0,0,0,0,3.0,0,1,1,1,0,1,0,0.0,1.0,0,0,2,1,0,0,0,0.0,0,0,2,1.0,1,1,3,1,0,2.0,0
2022-09-22 03:45:00,2,0,2,0,0,0,0,0,0,1.0,0.0,4.0,0.0,1,0.0,0,0,2,0.0,1,0.0,0.0,0.0,0,1,0,0,2,0,1,0,1.0,1,2,0,2,1,1,0,1,1,3,1,2,1.0,1,0.0,0,1,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,0.0,1.0,0,0,1,2,0,1,0,0.0,0,1,0,0.0,0,2,2,1,1,0.0,2
2022-09-22 04:00:00,0,1,0,2,1,1,0,0,0,0.0,0.0,1.0,1.0,0,0.0,0,1,0,0.0,0,0.0,0.0,0.0,0,0,0,1,1,0,1,0,0.0,1,3,0,0,1,2,0,1,2,0,2,0,0.0,0,0.0,1,1,0,0.0,2.0,1,0,0,0.0,0,0,0,0,0,0,1,0.0,0.0,2,0,1,0,1,0,0,0.0,1,2,1,0.0,1,0,3,0,1,1.0,0
2022-09-22 04:15:00,0,2,1,1,0,0,0,1,0,1.0,2.0,2.0,0.0,1,0.0,1,0,1,0.0,1,0.0,0.0,0.0,0,1,3,0,3,0,1,0,0.0,0,0,0,0,3,1,0,0,3,1,2,2,1.0,1,0.0,2,1,1,1.0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0.0,1.0,0,0,2,0,2,0,1,0.0,0,0,1,0.0,3,1,2,0,0,0.0,0
2022-09-22 04:30:00,1,1,1,0,1,2,1,0,0,0.0,1.0,3.0,0.0,0,0.0,0,0,1,0.0,2,0.0,2.0,0.0,0,1,1,0,1,1,0,3,1.0,0,2,2,0,1,0,1,2,1,1,0,2,0.0,2,0.0,1,0,1,0.0,0.0,0,1,1,0.0,1,5,2,3,2,0,1,0.0,0.0,0,1,2,2,1,0,1,1.0,1,3,1,0.0,1,5,5,0,4,0.0,2
2022-09-22 04:45:00,0,0,1,0,1,0,0,0,0,0.0,2.0,1.0,0.0,0,1.0,1,0,0,0.0,1,2.0,2.0,0.0,1,1,4,0,0,2,2,2,2.0,3,1,2,1,0,1,0,0,3,2,0,1,0.0,0,0.0,0,0,0,0.0,0.0,0,0,2,0.0,0,0,0,0,0,0,0,0.0,0.0,1,0,3,0,0,0,1,2.0,4,4,3,0.0,2,1,3,1,4,0.0,2
2022-09-22 05:00:00,1,1,1,2,1,0,0,1,0,1.0,3.0,1.0,0.0,1,2.0,3,0,0,0.0,3,0.0,2.0,0.0,1,0,4,1,2,0,2,1,2.0,1,2,0,1,4,0,0,1,5,0,3,0,0.0,1,0.0,1,0,0,1.0,0.0,1,0,0,1.0,0,0,1,1,2,3,2,2.0,2.0,2,1,3,2,2,1,2,0.0,0,2,11,0.0,3,5,3,0,2,1.0,1
2022-09-22 05:15:00,2,0,2,0,1,1,0,1,3,1.0,1.0,1.0,3.0,0,0.0,3,1,2,0.0,3,2.0,0.0,0.0,2,0,2,1,0,0,1,0,0.0,1,0,0,2,3,2,1,1,2,1,1,1,1.0,3,0.0,2,0,1,1.0,1.0,0,3,1,0.0,1,0,0,1,0,4,0,0.0,2.0,1,0,2,0,4,1,2,1.0,0,1,11,1.0,2,12,8,1,5,1.0,2
2022-09-22 05:30:00,0,1,6,5,3,4,1,2,2,2.0,1.0,8.0,3.0,0,0.0,0,3,0,2.0,5,2.0,1.0,3.0,3,0,5,0,0,4,2,2,0.0,1,2,2,1,0,1,2,1,1,0,3,2,1.0,0,1.0,0,1,1,2.0,2.0,0,3,5,2.0,1,2,1,0,1,2,1,4.0,1.0,3,2,4,1,4,2,2,2.0,7,0,3,1.0,6,3,8,2,4,0.0,2
2022-09-22 05:45:00,0,1,4,4,3,9,1,6,2,2.0,0.0,8.0,4.0,1,0.0,2,3,1,0.0,4,2.0,0.0,5.0,2,2,18,3,0,0,4,1,1.0,3,2,4,1,0,1,1,0,4,1,1,1,0.0,3,0.0,0,0,1,2.0,3.0,2,2,1,1.0,2,3,1,10,0,1,3,1.0,1.0,0,0,4,0,3,3,5,4.0,6,3,15,2.0,6,13,4,2,11,2.0,10
2022-09-22 06:00:00,1,1,5,5,4,5,4,6,2,0.0,5.0,6.0,6.0,1,0.0,3,2,1,2.0,9,4.0,6.0,4.0,5,3,20,1,1,2,5,2,1.0,4,0,3,1,1,0,3,2,2,2,4,2,0.0,6,0.0,0,0,1,1.0,1.0,0,3,0,0.0,3,2,3,2,2,7,2,3.0,5.0,0,3,4,2,6,4,5,0.0,4,1,16,1.0,8,26,14,2,11,3.0,11
